Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Lithuania,no data,no data,no data,no data,no data,no data,no data,no data,9.942822022331,14.299561136948,10.725146242576,11.696924865265,11.578729254511,10.345648052603,10.48746011032,10.090318679383,7.8794519751487,8.2546503860113,10.054257069629,19.770712980976,26.373328134558,33.158204119269,33.436606703549,34.138673717307,32.664970118868,34.69304803091,32.2206395446,32.262587740985,27.465005611474,31.484593085677,42.037502285626,41.808372581399,39.368108402287,36.961483712473,34.940294980387,32.786735906116
Luxembourg,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,-33.296273715167,-33.167734593971,-29.627534857081,-25.49290568777,-24.728247205568,-25.797228528086,-22.651297585795,-19.876407988858,-13.269268103281,-11.149414103223,-10.429111286926,-9.020527102442,-10.841073851366,-12.126386226659,-11.537129651231,-11.187872046073,-10.730836542993,-7.9407962995326,-4.8385700364866,-1.6612832861224,0.72082778052023,2.0778229107407,3.2310194053652,4.2965220560461
Mali,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,92.43786573412,78.468732147714,42.907565213752,37.392723224684,36.923745062219,42.065419302913,13.120684547511,13.183558486168,15.133253794431,12.49854268418,17.285958006398,17.502219319133,21.328696238345,20.218031948113,19.657970403903,23.148689146787,29.963128860521,31.09891125306,34.261670629142,34.312994568656,31.316002920066,29.416757984069,27.720230984878,26.552173000324,26.186716695002,26.341766676004
Malta,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,63.288101089377,61.568990704662,55.778240360037,52.579522534069,53.338523991459,56.153353129986,55.369843381647,57.408386739562,56.387026340017,56.738472460599,52.29397939894,47.695691882629,41.979922703424,36.672219886899,33.931714985443,31.073831342613,no data,no data,no data,no data,no data,no data
Mexico,no data,no data,no data,no data,no data,no data,no data,no data,35.958314676934,37.436311266004,34.085440173648,33.969460785215,36.669504492091,35.262799051735,32.871775504896,31.102347375085,29.49345949608,28.81120278183,32.89149412143,36.030162447828,36.009836358713,37.165874320566,37.241987029246,39.959692519907,42.62007984006,46.484887552831,48.673116558255,45.736097164275,44.837831236234,44.929670819163,56.722171832197,56.779695663539,56.586720392681,56.345066585364,56.204223425318,56.086135057345
Morocco,no data,no data,no data,no data,no data,no data,70.488893861959,73.332032159122,69.618637560168,68.441898684228,69.996777189098,62.950179041782,61.793341624108,58.853168101504,55.965808454532,56.746147043147,52.381674081172,49.475783836581,44.73378387204,45.451840090785,48.492793722588,52.136828423165,56.007373059268,61.216182608953,62.838049234401,63.085306789696,64.391779561329,64.740381040358,65.034140387136,65.494030445104,76.597316985242,76.276887333367,75.266795893938,73.976234926287,72.115471554219,69.699982430081
Netherlands,no data,no data,no data,no data,no data,54.959687085605,54.072397533551,50.800984159156,48.031549981613,44.732143070002,38.966210700277,37.493696576541,37.740178833333,39.417133051228,40.22853428959,38.572255814756,36.098100063981,33.289888075973,38.474778970269,41.063020731641,45.854655992691,48.54657197025,52.087551266069,53.696119237565,54.821311573054,52.798808129761,51.051406322132,46.179753056983,42.510712854009,41.65743350884,48.1321470878,49.60956822934,49.504682275642,48.776138511259,47.545769803073,45.756583573416
New Zealand,58.049003424053,67.421263660666,70.989097921386,63.277981405367,52.585560407673,42.770529056982,35.602819129322,32.084613335684,31.2316863327,29.08565250353,30.283867557966,27.108885148515,23.180744368047,18.429112949915,12.884630318401,7.5057247918767,2.8423273127545,-0.74898764004495,-2.1792291389891,-1.0203603293904,2.49750621585,6.5873733333964,8.5234663222748,8.6274363574947,7.9615941064955,7.3768694792564,6.6590204004889,5.5856538220123,4.7743376204708,9.0213503384964,21.34036127337,31.037405281477,36.889965273565,40.422398912925,40.915880091328,39.435253977841
Niger,no data,no data,no data,no data,no data,69.135265880646,63.275585452772,68.853076176174,61.09639790079,63.140062313733,81.83564554308,70.874554806704,65.775892135107,57.589902511815,53.262670685589,47.46975190136,15.891796413703,13.388880797197,8.0344276875991,12.565028740804,12.036005067087,12.002830299178,14.39931593229,15.276940186688,17.161885115193,25.887188385364,29.458428052191,35.372187595583,36.045296306113,37.8582178653,44.57769403728,45.185671974987,42.433997276716,40.242358464652,39.51843658307,38.990805786256
Nigeria,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,0.40557799690353,5.3246294410063,6.4545358110985,12.454636903606,10.671581986942,11.445943289774,13.768006045752,15.878171347999,19.002288335695,20.93801971409,23.45993014755,25.421813842912,31.488540622139,32.45538904272,33.54754172828,34.169550760828,34.882930633458,35.59592852361
