"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,2.02333333333333,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,2.34666666666667,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,2.19,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,2.85666666666667,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,2.91666666666667,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,2.91333333333333,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,2.74,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,2.39666666666667,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,2.01,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,1.46,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,1.62,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,1.59666666666667,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,1.58333333333333,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,1.39,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,1.29,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.08666666666667,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,1.56,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,1.73333333333333,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,1.57666666666667,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.63333333333333,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.60666666666667,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.90333333333333,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,1.88,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,1.81,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.92333333333333,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.71666666666667,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.6,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,1.26666666666667,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,1.39333333333333,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.22333333333333,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,0.606666666666666,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,0.65,,
"IRLTLT01","Long-term interest rate","NOR","Norway","ST","Level, ratio or index","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,0.7915,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,10.4266666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,11.1766666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,11.7133333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,9.41,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,8.30666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,7.92666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,7.21,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,5.98,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,5.61333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,5.18666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,5.63666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,6.67333333333334,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,6.71333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,7.20333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,7.25333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,6.41666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,5.75,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,5.25,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,4.72333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,5.15,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,4.84333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,5.28333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,5.55333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,5.24666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,5.18333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,5.36333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,5.65666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,5.734,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,5.87333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,6.17,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,6.15,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,6.09333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,5.88439393933333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,6.28133333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,6.14666666666666,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,6.17,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,5.98,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,5.72,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,5.65,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,5.77666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,6.26333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,6.02666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,5.75,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,5.78233333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,5.5019,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,5.37856666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,4.90666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,4.21,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,3.94333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,3.5765,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,4.25444444433333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,4.358888889,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,4.38,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,3.81349206333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,3.26696666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,2.604385965,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,2.244151515,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,2.7925,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,2.98427128433333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,2.78130303033333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,2.97228070166667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,3.03428571433333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,2.81619047633333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,3.32,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,3.71666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,3.32,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,3.29666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,3.34666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,3.32666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,3.16666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,3.18333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,3.11666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,2.74,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,2.61,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,2.02666666666667,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,2.01333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,2.04,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,1.37333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,1.33333333333333,,
"IRLTLT01","Long-term interest rate","POL","Poland","ST","Level, ratio or index","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,1.25,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","Units",,,10.2566666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","Units",,,9.28333333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","Units",,,8.82666666666666,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","Units",,,10.02,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","Units",,,11.5,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","Units",,,11.5666666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","Units",,,11.8233333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","Units",,,11.99,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","Units",,,11.3833333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","Units",,,10.6633333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","Units",,,9.45,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","Units",,,8.97,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","Units",,,8.58,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","Units",,,7.23666666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","Units",,,6.75,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","Units",,,6.56666666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","Units",,,6.24666666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","Units",,,5.87,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","Units",,,5.32333333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","Units",,,5.13666666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","Units",,,4.72333333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,4.32666666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,4.05333333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,4.37,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,5.20666666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,5.48,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,5.73333333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,5.58,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,5.60333333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,5.46333333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,5.13,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,5.35666666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,5.25,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,4.89666666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,5.20666666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,5.35,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,4.86666666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,4.60333333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,4.13133333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,3.95633333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,4.21833333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,4.41433333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,4.14566666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,4.37966666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,4.21733333333333,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,3.833,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,3.602,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,3.34866666666667,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,3.324,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,3.477,,
"IRLTLT01","Long-term interest rate","PRT","Portugal","ST","Level, ratio or index","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,3.607,,
