"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLTLT01","Long-term interest rate","DEU","Germany","ST","Level, ratio or index","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-0.163102871,,
"IRLTLT01","Long-term interest rate","DEU","Germany","ST","Level, ratio or index","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-0.544037894666667,,
"IRLTLT01","Long-term interest rate","DEU","Germany","ST","Level, ratio or index","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-0.373790283666667,,
"IRLTLT01","Long-term interest rate","DEU","Germany","ST","Level, ratio or index","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.440484848666667,,
"IRLTLT01","Long-term interest rate","DEU","Germany","ST","Level, ratio or index","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-0.466761904666667,,
"IRLTLT01","Long-term interest rate","DEU","Germany","ST","Level, ratio or index","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-0.523640755333333,,
"IRLTLT01","Long-term interest rate","DEU","Germany","ST","Level, ratio or index","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,-0.613836940666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","Units",,,9.49,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","Units",,,10.18,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","Units",,,10.4433333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","Units",,,7.9,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","Units",,,7.82666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,7.75666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,6.1,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,5.9,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,6.56666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,6.66666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,6.43333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,6.13333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,6.06666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,5.8,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,5.32666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,5.47,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,5.38666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,5.03333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,5.35333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,5.46333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,4.96333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,4.71,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,4.31,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,4.07,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,4.24333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,4.44666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,4.29666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,4.46333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,4.31333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,3.95,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,3.76666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,3.6,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,3.41,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,3.56333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,3.77333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,4.28,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,4.19333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,4.03333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,4.26,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,4.57,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,4.65666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,4.51333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,4.39333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,4.81666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,4.96666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,5.03333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,5.72333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,5.35,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,4.65666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,4.96666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,6.24,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,8.3,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,10.7933333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,11.0333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,11.8566666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,15.4966666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,16.61,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,19.0333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,24.7366666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,25.4,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,23.69,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,16.1633333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,11.1433333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,10.24,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,10.23,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,8.60333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,7.59333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,6.17,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,6.02666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,7.92666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,9.90666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,11.46,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,9.4,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,7.81,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,9.53666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,8.19666666666666,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,8.17333333333334,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,7.53333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,7.24333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,6.10666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,5.48,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,5.08333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,4.06666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,4.24,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,4.07666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,4.35666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,3.93666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,3.15333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,1.88,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,1.37333333333333,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.46,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,1.76666666666667,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,1.1,,
"IRLTLT01","Long-term interest rate","GRC","Greece","ST","Level, ratio or index","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,0.76,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,9.82,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,10.42,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,9.76666666666666,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,8.51666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,8.56,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,8.21333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,8.91,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,8.32,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,8.16,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,7.82333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,7.47666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,6.84666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,7.16333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,7.51,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,6.82333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,6.50666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,6.11333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,7.01333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,7.46,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,8.36666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,8.36333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,8.48,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,7.95666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,7.04333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,6.84,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,5.87666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,6.63333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,6.79,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,7.03666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,7.54,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,7.09666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,6.90333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,6.63,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,6.68333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,6.76,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,7.7,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,8.2,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,7.95666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,9.09666666666666,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,10.3533333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,10.2633333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,8.37333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,7.50333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,7.49,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,7.08,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,7.16666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,7.39,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,7.461,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,7.12666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,7.49396825333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,8.46,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,8.94666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,8.46666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,7.4,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,6.75,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,6.3,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,5.58333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,6.08333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,5.72666666666667,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,5.82,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,5.02333333333333,,
"IRLTLT01","Long-term interest rate","HUN","Hungary","ST","Level, ratio or index","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,4.55,,
